,price,accommodates,review_scores_location,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,instant_bookable_t,bathroom_type_shared,bathrooms,host_response_rate,distance_from_city_center_km
7972,1211.0,4,4.78,1,1,1,0,1,2.0,1.0,3.7102030512655158
7973,3356.0,2,4.86,0,1,1,1,0,1.0,1.0,0.38231492608604184
7974,3233.0,2,4.86,0,1,1,1,0,1.0,1.0,0.38231492608604184
7975,920.0,2,4.83,1,1,1,1,0,2.0,1.0,3.651543615960201
7976,1386.0,2,4.82,1,1,1,1,1,2.0,1.0,3.7118734718931212
7977,3111.0,2,4.86,0,1,1,1,0,1.0,1.0,0.38231492608604184
7978,679.0,2,4.88,1,1,1,1,0,2.0,1.0,3.6955698348644432
7979,2988.0,2,4.86,0,1,1,1,0,1.0,1.0,0.38231492608604184
7980,5571.0,4,4.86,1,1,1,1,0,1.5,0.89,1.2182578016218812
7981,765.0,2,4.87,1,1,1,1,1,2.5,1.0,3.684433988054451
7982,666.0,2,4.83,1,1,1,1,1,2.0,1.0,3.662665915762551
7985,1563.0,4,4.86,0,1,1,0,0,1.0,0.0,14.964897906231608
7986,1629.0,4,4.86,0,1,1,0,0,1.0,0.0,14.609485476560286
7987,1457.0,2,4.81,0,1,1,1,0,1.0,0.99,0.5868299520954361
7988,743.0,2,4.76,0,1,1,1,0,1.0,0.99,1.4213170108753068
7989,2246.0,2,4.93,1,1,1,1,0,1.0,1.0,1.8867908632668762
7990,1386.0,4,5.0,0,1,1,1,0,1.0,1.0,1.1162147675377794
7991,5685.0,6,4.86,0,1,1,1,0,2.0,1.0,0.5128209371513895
7992,3724.0,4,5.0,0,1,1,1,0,1.0,1.0,0.5934963583593545
7994,3093.0,2,5.0,0,1,1,1,0,1.0,1.0,0.49944682918385636
7995,5738.0,6,4.96,1,1,1,0,0,1.5,1.0,1.7542815705046972
7996,1806.0,4,4.75,0,1,1,0,0,1.5,1.0,1.752809581294017
7997,750.0,1,4.8,0,0,1,0,0,1.0,1.0,2.992502718851081
8000,3328.0,4,4.83,1,1,1,1,0,1.0,1.0,3.5323153181388536
8001,3491.0,4,4.75,1,1,1,0,0,1.0,1.0,1.8622002863353462
8002,5093.0,4,5.0,1,1,1,0,0,1.0,1.0,1.8927609686791271
8003,2171.0,4,5.0,1,1,1,1,0,1.5,1.0,1.1335391971873383
8004,1871.0,3,4.8,1,1,1,0,0,1.0,1.0,1.6607719542033463
8005,1734.0,2,4.95,1,1,1,0,0,1.5,0.9,1.0259342148871085
8006,2200.0,4,4.82,1,0,1,1,0,1.0,1.0,3.7697731322629826
8007,2329.0,4,4.51,0,1,1,0,0,1.0,1.0,4.18057653179498
8008,3920.0,6,4.94,0,1,1,0,0,1.5,1.0,1.2058499484196374
8010,2569.0,3,4.82,1,1,1,0,0,1.0,1.0,1.5686405779525834
8012,1629.0,2,5.0,1,1,1,0,0,1.0,1.0,1.6753788270611918
8013,1700.0,2,4.8,0,1,1,0,0,1.0,1.0,3.1628650358143844
8014,2441.0,4,5.0,0,1,1,1,0,1.0,1.0,0.3994076364456028
8015,2150.0,4,4.88,0,1,1,1,0,1.0,1.0,1.1880610479393494
8016,1471.0,2,4.86,1,1,1,1,0,1.0,1.0,0.5709523749905346
8017,1275.0,1,4.86,1,1,1,1,0,1.0,1.0,0.9881932442394467
8018,2414.0,2,5.0,0,1,1,0,0,1.0,1.0,2.680222340663501
8019,2300.0,4,4.79,1,1,1,1,0,1.0,1.0,1.2065556761331735
8021,1443.0,2,4.96,0,1,1,0,0,1.0,1.0,0.6313692273251054
8023,3424.0,4,4.88,1,1,1,1,0,1.0,1.0,1.8622002863353462
8024,1069.0,2,5.0,1,1,1,0,0,1.0,1.0,3.077669311441201
8027,2559.0,3,4.86,1,1,1,0,0,1.0,1.0,0.8495399596041611
8029,1999.0,2,5.0,0,1,1,0,0,1.0,1.0,2.047435847478924
8030,1293.0,4,4.73,0,1,1,1,0,1.0,1.0,1.13060765262018
8032,1443.0,1,5.0,0,1,1,0,0,1.0,1.0,4.931745781252475
8033,2302.0,2,4.94,1,1,1,1,0,1.0,1.0,1.1001215787096423
8034,2160.0,1,5.0,0,1,1,0,0,1.0,1.0,4.805687782622461
8035,2837.0,2,5.0,0,0,1,0,0,1.0,0.69,1.9516295340155627
8036,6515.0,2,4.86,0,0,1,0,0,1.0,0.69,1.9052760366355677
8037,1769.0,3,4.69,0,1,1,1,0,1.0,1.0,3.4697282309831317
8038,3357.0,4,4.82,0,1,1,0,0,1.0,1.0,0.5585777370496781
8040,3424.0,5,4.64,1,1,1,0,0,1.0,1.0,3.5323153181388536
8041,5128.0,4,4.6,1,1,1,1,0,1.0,1.0,3.525634947758969
8042,2160.0,4,4.86,0,1,1,0,0,1.0,0.0,3.1409502965011296
8043,900.0,3,5.0,0,1,1,1,0,1.0,1.0,5.685992746758671
8044,5586.0,3,4.43,1,1,1,1,0,1.5,1.0,2.7770542605568473
8045,2100.0,4,4.89,1,1,1,0,0,2.0,1.0,1.6156502459365332
8046,1007.0,2,4.92,0,1,1,0,1,1.5,1.0,6.945018571274119
8048,4600.0,6,4.97,1,1,1,1,0,1.5,1.0,1.0963616056668057
8051,5309.0,9,4.86,0,1,1,1,0,1.0,1.0,2.0423487610664504
8052,5332.0,9,5.0,0,1,1,1,0,1.0,1.0,2.0919017065858196
8053,5478.0,9,5.0,0,1,1,1,0,1.5,1.0,1.1738011828483463
8055,5586.0,9,4.6,0,1,1,1,0,1.0,1.0,2.072085792387071
8056,2767.0,2,4.9,1,1,1,1,0,1.0,1.0,1.3933822829141898
8057,1358.0,2,4.86,0,1,1,0,0,1.0,1.0,2.0484326222246656
8058,3347.0,8,5.0,1,1,1,1,0,1.5,1.0,3.7694500230704593
8059,2457.0,4,4.96,1,1,1,1,0,1.0,1.0,0.7547254219741193
8060,2942.0,2,4.86,0,1,1,0,0,1.0,0.8,1.9059503863889353
8061,1447.0,3,4.5,0,1,1,1,0,1.0,0.7,0.700834008422
8064,1957.0,2,4.96,0,1,1,1,0,1.0,1.0,1.0254351045167107
8066,2944.0,3,4.92,0,1,1,1,0,1.5,1.0,1.4808233996952778
8067,3857.0,3,5.0,0,1,1,1,0,1.0,1.0,0.7547254219741193
8068,4374.0,7,5.0,0,1,1,1,0,1.0,1.0,1.7603061219757494
8069,2123.0,2,4.67,0,1,1,1,0,1.0,1.0,0.34530029352111313
8070,2199.0,6,4.63,1,1,1,1,0,1.5,1.0,2.7318448720754183
8071,3808.0,3,4.86,0,1,1,1,0,1.0,1.0,1.7209268081062772
8072,5710.0,5,4.86,0,1,1,1,0,1.0,1.0,1.8467770099941252
8073,2599.0,8,4.86,0,1,1,1,0,1.0,1.0,2.4367867086597776
8074,2376.0,6,4.61,1,1,1,0,0,1.0,1.0,2.92382444038937
8077,957.0,2,4.67,0,0,1,0,0,1.0,1.0,8.75022104904019
8080,4799.0,6,5.0,0,1,1,1,0,3.0,1.0,0.05742630475583457
8084,2659.0,3,4.67,0,1,1,0,0,1.0,1.0,11.106772035205552
8085,4894.0,9,4.5,0,1,1,1,0,1.0,1.0,2.1902673554347687
8086,3520.0,2,5.0,1,1,1,1,0,1.0,1.0,1.49356818698764
8087,2300.0,3,4.86,0,1,1,0,0,1.0,0.25,0.4700703550124276
8088,2855.0,3,5.0,0,1,1,0,0,1.0,1.0,1.7866531149041032
8089,5714.0,9,5.0,0,1,1,1,0,1.5,1.0,1.157832205709569
8090,2959.0,4,4.94,1,1,1,1,0,2.0,1.0,1.5306891869117898
8092,2631.0,4,4.87,1,1,1,1,0,1.0,1.0,0.7819674108562727
8093,2400.0,4,5.0,1,1,1,1,0,1.0,1.0,1.6351152450848996
8095,2416.0,4,5.0,0,1,1,0,0,1.0,1.0,3.169193073184433
8096,2779.0,2,5.0,1,1,1,1,0,1.0,0.99,0.38766301238704065
8097,2315.0,2,4.75,1,1,1,1,0,1.0,0.99,0.35132542344789663
8099,2893.0,2,5.0,1,1,1,1,0,1.0,0.99,0.38766301238704065
8100,6426.0,6,4.67,1,1,1,0,0,2.0,1.0,1.7515239490763443
8101,4939.0,4,4.94,1,1,1,1,0,2.0,1.0,1.6879924313863295
8103,5585.0,9,5.0,0,1,1,1,0,1.0,1.0,2.1650260089862776
8104,3286.0,2,4.95,1,0,1,0,0,1.0,1.0,1.8621769537045525
8106,2786.0,2,4.9,1,1,1,0,0,1.0,1.0,1.183810980631434
8107,693.0,2,4.75,0,1,1,0,1,1.5,0.85,8.543130379038608
8108,1257.0,4,4.5,0,1,1,0,0,1.5,1.0,1.5684484869400865
8109,2302.0,2,5.0,0,1,1,0,0,1.0,1.0,3.8472086604859173
8110,4449.0,6,4.63,0,1,1,0,0,1.5,1.0,2.1988473533948167
8112,1829.0,2,4.88,0,1,1,0,0,1.0,1.0,4.9084742913324
8113,1097.0,2,5.0,1,0,1,1,0,1.0,1.0,1.113710959167033
8114,1084.0,3,5.0,1,0,1,1,0,1.0,1.0,1.0046211789192332
8115,5429.0,4,4.96,1,1,1,1,0,1.5,1.0,0.7744201197522419
8118,2736.0,5,4.77,1,0,1,1,0,1.5,1.0,1.1947339101761414
8119,2363.0,6,5.0,1,0,1,1,0,1.0,1.0,1.1875980673070456
8120,2750.0,3,5.0,0,1,1,1,0,1.0,1.0,2.2495845292378047
8121,613.0,5,4.75,0,1,1,0,0,1.0,0.7,0.574845056372591
8122,2143.0,2,5.0,1,1,1,0,0,1.0,1.0,1.3490380895275655
8123,2089.0,2,4.58,1,1,1,1,0,1.0,1.0,2.1879169908735023
8124,4296.0,4,4.86,1,1,1,1,0,1.0,1.0,3.4246179997204793
8125,1850.0,2,4.88,0,1,1,1,0,1.0,1.0,1.712345669432086
8126,2089.0,2,4.76,1,1,1,1,0,1.0,1.0,2.1879169908735023
8127,3333.0,4,5.0,1,1,1,1,0,1.0,1.0,2.1879169908735023
8128,2089.0,2,4.75,1,1,1,1,0,1.0,1.0,2.1879169908735023
8129,3333.0,4,5.0,1,1,1,1,0,1.0,1.0,2.1879169908735023
8130,3333.0,4,4.86,1,1,1,1,0,1.0,1.0,2.1879169908735023
8131,1985.0,2,4.76,1,1,1,1,0,1.0,1.0,2.1879169908735023
8133,4904.0,4,5.0,1,1,1,0,0,1.5,0.98,1.6630442046163192
8134,2200.0,2,5.0,0,1,1,0,0,1.0,1.0,1.7134817523683803
8135,809.0,2,4.86,0,1,1,1,0,1.0,0.7,0.6692958290284722
8137,3300.0,4,5.0,0,1,1,1,0,1.0,1.0,1.1107917087512869
8138,2378.0,2,4.95,0,1,1,1,0,1.0,1.0,0.8859427009875699
8139,1000.0,2,4.46,1,1,1,0,0,1.0,1.0,15.183645770062837
8141,2700.0,2,5.0,0,1,0,0,0,1.5,1.0,0.3958877453552795
8143,3357.0,2,4.78,1,1,1,0,0,1.0,1.0,7.206471095487569
8144,1851.0,3,4.43,0,1,1,0,0,1.0,1.0,1.5833730890497317
8148,897.0,4,4.86,0,1,1,0,0,1.0,0.14,11.053599091143301
8149,3686.0,5,5.0,0,1,1,0,0,1.5,1.0,3.76889377010638
8150,2440.0,3,5.0,1,1,1,1,0,1.0,1.0,1.7238435458763544
8152,1500.0,2,5.0,0,1,1,0,0,1.0,0.0,3.649356248625886
8154,4236.0,4,5.0,1,1,1,1,0,1.5,1.0,2.5918734781584503
8155,2039.0,2,4.67,0,1,1,1,0,1.0,1.0,1.1182912988587208
8157,2013.0,2,4.82,0,1,1,1,0,1.0,1.0,1.181981932846988
8158,2375.0,3,4.79,0,1,1,1,0,1.0,1.0,1.332242436508121
8160,1699.0,2,4.71,0,1,1,1,0,1.0,1.0,1.330566741958987
8161,2156.0,2,4.76,0,1,1,1,0,1.0,1.0,1.0941825445720654
8162,2039.0,2,4.68,0,1,1,1,0,1.0,1.0,1.3227546224550333
8163,1484.0,4,4.75,0,0,1,1,0,1.0,1.0,1.2194227651593028
8164,1699.0,2,4.71,0,1,1,1,0,1.0,1.0,1.0977559024176564
8165,2386.0,2,4.79,0,1,1,1,0,1.0,1.0,1.34603963514349
8166,1699.0,2,4.82,0,1,1,1,0,1.0,1.0,1.1224221953234286
8167,3250.0,4,4.5,0,1,1,1,0,1.0,1.0,1.3110404487350207
8168,1800.0,2,4.61,1,1,1,0,0,1.0,1.0,4.310141673364338
8170,2307.0,4,4.96,1,1,1,1,0,2.0,1.0,1.7102965359204558
8174,1226.0,4,4.56,0,1,1,1,0,1.0,0.86,5.332467536865287
8175,2295.0,4,5.0,1,1,1,1,0,1.0,1.0,1.6350836397906587
8176,1286.0,2,4.79,0,1,1,1,0,1.0,0.99,2.035282579435241
8177,2438.0,3,5.0,0,1,1,1,0,1.0,1.0,1.3299491831053798
8178,5359.0,8,4.92,1,1,1,1,0,2.0,1.0,1.483489123749772
8179,3879.0,4,5.0,0,1,1,1,0,1.0,1.0,1.3298722714328362
8180,2438.0,3,4.67,0,1,1,1,0,1.0,1.0,1.1143484479138697
8181,2936.0,4,4.8,0,1,1,1,0,1.0,1.0,1.087967029081763
8183,2414.0,8,4.57,1,1,1,1,0,1.0,1.0,0.373708275002277
8184,1825.0,2,4.87,1,1,1,1,0,1.0,1.0,3.1256342164622044
8185,1538.0,2,4.92,0,1,1,1,0,1.0,1.0,1.5166200057329637
8186,4522.0,1,4.86,0,0,1,0,0,1.0,1.0,1.3868376465441827
8188,3114.0,4,4.91,1,1,1,1,0,1.0,1.0,0.7547254219741193
8189,2855.0,2,5.0,1,1,1,1,0,1.0,1.0,0.6740578308095463
8190,3732.0,6,4.86,1,1,1,0,0,1.5,1.0,1.228784038981301
8191,2514.0,2,5.0,1,1,1,0,1,2.0,1.0,2.1943274889362923
8192,5091.0,4,5.0,0,1,1,0,0,3.0,1.0,1.6991978442852242
8193,3117.0,3,4.86,0,1,1,1,0,1.0,0.8,1.1749298656969491
8194,4600.0,2,5.0,1,1,1,0,0,1.0,0.86,6.417790877660601
8195,2300.0,6,4.88,1,1,1,0,0,2.0,1.0,2.531395382919397
8196,4200.0,5,5.0,0,1,1,0,0,1.0,0.93,6.688242941363716
8197,1271.0,2,4.9,0,1,1,0,0,1.0,1.0,2.037429398950815
8198,1314.0,1,4.87,0,1,1,0,0,1.0,1.0,0.8843193591190192
8199,6800.0,4,4.86,1,1,1,0,0,1.0,0.86,6.333774910174479
8201,5000.0,1,4.86,0,0,1,0,0,1.0,1.0,1.1974903791939298
8202,2700.0,1,4.86,0,0,1,0,0,1.0,1.0,0.99822047652599
8203,2114.0,4,4.94,1,1,1,1,0,2.0,1.0,1.6286289647050414
8206,4274.0,3,4.86,1,1,1,0,0,1.5,0.98,1.6397277142954543
8207,613.0,4,5.0,0,1,1,0,0,1.0,0.7,0.6066796435554024
8210,1198.0,2,5.0,1,1,1,0,1,1.0,1.0,1.5664930631246567
8211,2143.0,2,4.84,1,1,1,0,0,1.0,1.0,1.1358420573680623
8213,2935.0,5,4.94,1,1,1,1,0,1.0,1.0,1.0663956381505566
8214,2929.0,4,4.86,0,1,1,0,0,1.0,0.3,1.3972727076477554
8215,1400.0,2,4.79,1,1,1,0,0,1.0,0.94,6.749377907575292
8216,5852.0,9,5.0,0,1,1,1,0,1.0,1.0,1.7605909911425868
8217,4214.0,6,4.9,0,1,1,1,0,2.0,1.0,8.71179825343349
8218,900.0,2,4.86,0,1,1,0,1,1.5,1.0,3.718978543162638
8219,1395.0,4,4.86,0,0,1,1,0,1.0,1.0,1.2489160690240886
8220,2814.0,5,4.56,0,1,1,0,0,1.5,1.0,1.7168035335100882
8221,2414.0,2,5.0,0,1,1,0,1,1.0,1.0,7.297983705701275
8222,1335.0,2,5.0,0,1,1,1,0,1.0,0.98,1.7503086789882865
8223,879.0,2,5.0,1,1,1,0,1,1.0,1.0,6.0695177923970425
8224,2060.0,6,5.0,1,1,1,0,0,1.0,1.0,0.7547254219741193
8225,1600.0,2,4.67,0,1,1,0,1,1.5,1.0,0.5837016469841789
8226,2417.0,4,4.88,1,1,1,1,0,1.0,1.0,0.9307218295350976
8227,1499.0,2,4.81,1,1,1,1,0,1.0,1.0,0.7972196686022106
8228,2436.0,8,4.96,1,0,1,1,0,1.0,1.0,0.15983735902232252
8230,1643.0,4,4.89,0,1,1,1,0,1.0,1.0,0.7866207366575823
8231,3600.0,5,4.86,0,1,1,0,0,1.0,1.0,3.184221607646813
8232,3541.0,2,4.73,1,1,1,0,0,1.5,1.0,2.4556765455361864
8233,1400.0,2,4.82,1,1,1,0,0,1.0,0.94,6.6325313116934375
8235,1643.0,6,4.83,0,1,1,1,0,1.0,1.0,0.8804039241588295
8236,2686.0,6,5.0,1,1,1,1,0,2.0,1.0,3.21258619158689
8237,2894.0,3,4.98,1,1,1,1,0,1.0,1.0,0.38364838352379094
8238,2543.0,4,5.0,0,1,1,0,0,1.0,1.0,2.690760673272945
8240,2047.0,2,4.55,0,1,1,0,0,1.0,1.0,1.936620940579302
8241,2400.0,2,4.92,1,1,1,0,0,1.0,1.0,1.7397775710991485
8242,1699.0,2,4.69,1,1,1,1,0,1.0,1.0,1.237651110216771
8243,2722.0,5,4.68,0,1,1,1,0,1.0,0.96,0.7667346393846722
8244,1714.0,6,5.0,0,1,1,1,0,1.0,1.0,0.8063222996922993
8245,2500.0,4,4.86,0,0,1,0,0,1.0,1.0,7.319538914634842
8246,1680.0,2,4.57,1,1,1,0,0,1.5,1.0,4.380310756880065
8247,2000.0,8,5.0,0,1,1,1,0,2.0,1.0,0.8023295431090892
8248,2400.0,2,5.0,0,1,1,0,0,1.0,1.0,0.41397158831686814
8253,1600.0,5,4.44,0,1,1,1,0,1.0,0.9,2.2067058776606285
8254,2557.0,6,4.6,1,1,1,0,0,1.5,1.0,1.156501626293715
8255,4857.0,6,5.0,0,1,1,0,0,1.5,1.0,0.8977260159490135
8256,2571.0,4,4.86,0,1,1,1,1,3.0,0.9,0.7026736968352065
8257,1350.0,2,5.0,0,1,1,0,1,1.5,0.88,4.219423874716885
8259,2250.0,2,4.89,0,1,1,1,0,1.0,1.0,1.333996268876694
8260,2716.0,3,5.0,0,1,1,1,0,1.0,1.0,1.0849556586211946
8262,2196.0,3,4.62,1,1,1,1,0,1.0,1.0,0.71171872253729
8263,1929.0,2,4.92,0,1,1,0,0,1.0,1.0,3.0312452699072123
8265,1943.0,3,5.0,0,1,1,0,0,1.0,1.0,2.773811225946349
8268,1623.0,2,5.0,1,1,1,0,0,1.5,0.96,0.7774855242459691
8270,1771.0,4,4.92,1,1,1,0,1,1.5,0.96,0.7774855242459691
8271,2543.0,2,4.92,0,1,1,0,0,1.0,1.0,4.143385170585397
8272,1143.0,2,4.63,0,1,1,1,0,1.0,1.0,1.8464134738477882
8274,700.0,1,4.86,0,1,1,0,0,2.5,0.0,4.940878553742227
8276,4239.0,3,5.0,1,1,1,0,0,1.5,0.98,1.6225617777225385
8279,1249.0,2,4.75,0,0,1,0,0,0.5,0.9,8.683263346652648
8280,3266.0,4,4.88,0,1,1,1,0,1.0,1.0,0.2582984430634141
8283,3117.0,6,5.0,0,1,1,0,0,3.0,1.0,0.5088609105410529
8285,1000.0,2,4.86,0,1,1,0,0,2.5,0.0,4.955848643042299
8286,4642.0,7,4.97,1,1,1,1,0,2.0,1.0,1.7956047706485763
8287,1500.0,2,5.0,0,1,1,1,0,1.0,1.0,2.8653461080972384
8288,2610.0,4,4.46,1,1,1,1,0,1.0,1.0,2.232873565237843
8289,5950.0,3,4.86,0,0,1,1,0,1.0,1.0,1.7462726398858477
8291,5336.0,8,5.0,0,1,1,1,0,1.0,1.0,1.1347109437512317
8292,4849.0,8,4.75,0,1,1,1,0,1.0,1.0,1.1263206660345089
8294,2900.0,4,4.86,1,1,1,1,0,1.0,1.0,2.5467271806452842
8295,2399.0,5,5.0,0,0,1,1,0,1.0,0.67,4.818524997938245
8298,2055.0,6,5.0,0,1,1,0,0,2.0,1.0,4.575675596359124
8299,2431.0,3,4.67,0,1,1,1,0,1.0,0.96,0.7305372844303267
8302,2403.0,4,5.0,0,1,1,1,0,1.0,1.0,3.3232668714474847
8303,1716.0,4,4.78,0,1,1,1,0,1.0,1.0,2.8843755276133276
8304,2136.0,2,5.0,0,1,1,0,0,1.0,1.0,2.6001606709321874
8305,503.0,5,4.8,0,1,1,0,1,1.5,0.95,1.537420229974108
8306,1451.0,3,4.86,0,1,1,0,0,1.0,1.0,8.04903440019647
8308,1450.0,2,5.0,0,1,1,0,1,1.5,0.88,4.127008341233447
8309,1933.0,4,4.67,0,0,1,0,0,1.5,1.0,1.79469201626027
8310,2366.0,1,4.5,0,1,1,1,1,3.5,0.9,0.786110936004793
8311,1661.0,1,4.75,0,1,1,1,1,3.0,0.9,0.825350660991664
8316,1143.0,3,4.67,0,1,1,0,0,2.0,0.9,5.654548616180493
8320,3675.0,4,4.75,0,1,1,1,0,1.0,1.0,0.4553889894680182
8321,3492.0,2,5.0,0,1,1,1,0,1.0,1.0,1.8935795747086135
8322,3492.0,2,5.0,0,1,1,1,0,1.0,1.0,1.959566536932239
8323,3489.0,2,4.8,0,1,1,1,0,1.0,1.0,1.9056109270247783
8324,2017.0,4,4.92,1,1,1,1,0,1.0,0.83,0.9625837006819681
8325,2800.0,2,5.0,0,1,1,0,0,1.0,0.67,5.4676726801825435
8327,4274.0,3,5.0,1,1,1,0,0,2.0,0.98,1.6225617777225385
8328,4813.0,4,5.0,1,1,1,0,0,2.0,0.98,2.057483742691769
8331,2979.0,2,4.67,1,1,1,0,0,1.5,1.0,1.2324537912983333
8332,2745.0,4,4.48,1,1,1,1,0,1.0,1.0,2.234301216154784
8333,557.0,4,4.73,0,1,1,0,0,1.0,0.95,1.632018250373785
8334,2431.0,3,4.95,1,1,1,1,0,1.0,1.0,0.7547254219741193
8335,2862.0,4,4.73,1,1,1,1,0,1.0,1.0,0.7547254219741193
8336,3000.0,6,5.0,1,1,1,0,0,1.5,0.96,0.7774855242459691
8338,1200.0,3,4.88,1,1,1,1,0,1.0,1.0,1.825311588170555
8343,1927.0,2,4.73,1,1,1,1,0,1.0,1.0,1.0891917317558382
8344,1024.0,2,4.71,0,1,1,0,1,1.5,1.0,0.3301552864328529
8345,7041.0,6,5.0,1,1,1,0,0,2.0,1.0,0.8874020195739609
8346,2546.0,4,4.94,1,1,1,1,0,1.0,1.0,1.2048664391523771
8347,2201.0,4,4.73,1,1,1,1,0,1.0,1.0,1.2017209279453085
8348,2617.0,5,5.0,1,1,1,1,0,1.0,1.0,1.0687478706921094
8349,1329.0,2,4.75,1,1,1,1,0,1.0,1.0,1.7766582023842188
8350,2123.0,2,5.0,0,1,1,0,0,1.0,1.0,1.9195388223880132
8352,2116.0,2,4.81,1,1,1,1,0,1.0,1.0,1.8711232053230702
8353,2950.0,3,5.0,1,1,1,1,0,1.0,1.0,0.7547254219741193
8354,2830.0,2,4.94,1,1,1,1,0,1.0,1.0,0.7547254219741193
8355,2496.0,2,5.0,0,1,1,0,0,1.5,1.0,0.8262346771881994
8356,2143.0,4,4.8,0,1,1,0,0,1.5,0.9,3.1512416678097317
8357,3557.0,4,4.9,0,1,1,1,0,1.0,1.0,2.2421581042902425
8361,5479.0,6,5.0,1,1,1,0,0,1.5,1.0,2.4556765455361864
8362,2986.0,4,5.0,0,1,1,1,0,1.0,1.0,2.2090480287353556
8363,1808.0,2,5.0,1,1,1,0,1,1.5,1.0,2.3057130964817
8364,1250.0,4,5.0,0,1,1,1,0,1.0,1.0,5.979912332444894
8365,730.0,2,4.75,0,1,1,0,0,1.0,0.86,3.8168121809073483
8368,1292.0,2,4.82,0,1,1,0,0,1.0,1.0,1.0222087153977348
8369,1200.0,2,5.0,1,1,1,0,1,1.5,0.96,0.6677665270029277
8371,1750.0,2,4.86,0,0,1,1,0,1.5,1.0,1.1649059241862496
8372,1146.0,2,4.76,0,1,1,0,0,1.0,1.0,0.31934102484356214
8373,2408.0,7,5.0,0,1,1,0,0,2.0,0.8,4.165802908241973
8374,2100.0,4,5.0,0,1,1,0,0,1.0,0.89,7.770053548221402
8376,1214.0,4,4.6,1,1,1,0,1,1.5,0.96,0.865938142765656
8378,2431.0,2,5.0,1,1,1,1,0,1.0,1.0,0.7547254219741193
8379,2883.0,4,4.94,1,1,1,1,0,1.0,1.0,0.7547254219741193
8380,6396.0,6,5.0,1,1,1,0,0,1.5,1.0,2.4556765455361864
8381,5114.0,6,4.89,1,1,1,0,0,1.5,1.0,2.4556765455361864
8382,6641.0,8,5.0,1,1,1,0,0,1.0,1.0,2.4556765455361864
8383,1757.0,2,5.0,1,1,1,1,0,1.0,1.0,1.1928516938918272
8384,1768.0,3,4.75,1,1,1,1,0,1.0,1.0,1.2106798590024854
8385,2772.0,4,5.0,1,1,1,1,0,1.0,1.0,1.2998527162055211
8386,2624.0,8,5.0,1,1,1,1,0,1.0,1.0,1.1358420573680623
8387,3338.0,2,5.0,0,1,1,1,0,1.0,1.0,6.910616108527211
8388,1814.0,2,4.81,1,1,1,1,0,1.0,1.0,1.0208445881238055
8391,4480.0,4,5.0,1,1,1,0,0,1.5,1.0,2.4556765455361864
8392,4308.0,2,4.5,1,1,1,0,0,1.5,1.0,2.4556765455361864
8393,5237.0,6,4.86,1,1,1,0,0,1.5,1.0,2.4556765455361864
8394,3057.0,4,5.0,1,0,1,0,0,1.0,1.0,1.8621769537045525
8395,2862.0,6,5.0,1,1,1,1,0,1.0,1.0,2.157114649244411
8396,957.0,2,4.53,0,1,1,1,0,1.0,0.99,1.0498843329219665
8398,3286.0,4,5.0,0,1,1,0,0,1.5,1.0,7.074427795229913
8399,2400.0,5,4.87,0,1,1,1,0,1.0,1.0,1.1560280234200608
8400,3100.0,4,4.89,0,1,1,1,0,1.5,1.0,1.8735797358673103
8403,5990.0,6,5.0,0,1,1,0,0,2.0,0.9,4.2017703212955295
8404,950.0,2,4.8,0,1,1,0,0,3.0,0.9,4.135429835914382
8406,2249.0,6,4.79,1,1,1,1,0,1.5,1.0,1.602897305082886
8407,1388.0,2,4.55,0,1,1,1,0,1.0,0.9,1.6009538148601647
8408,2900.0,2,5.0,0,1,1,1,0,1.0,1.0,1.6462238625299
8409,1920.0,2,5.0,0,1,1,1,0,1.0,1.0,2.3804407162144408
8411,1036.0,2,4.86,0,1,1,1,1,1.0,1.0,5.513156991747527
8412,2700.0,4,4.6,0,1,1,1,0,1.0,1.0,8.854656679101367
8413,1286.0,4,5.0,0,1,1,1,1,1.5,1.0,2.1935671198015108
8414,1286.0,3,5.0,0,1,1,1,0,1.5,1.0,2.1935671198015108
8415,1714.0,2,4.78,0,1,1,1,0,1.0,0.9,3.093344932789964
8416,2817.0,6,5.0,1,1,1,1,0,1.0,1.0,1.066449247014287
8418,1659.0,4,4.67,0,1,1,1,0,1.5,1.0,1.4073217830848201
8420,2329.0,2,4.75,0,0,1,1,0,1.0,1.0,1.2326288629830426
8421,1743.0,3,4.7,0,1,1,1,0,1.0,0.99,0.6296791409195212
8422,2095.0,3,4.6,0,1,1,1,0,1.0,1.0,0.47555533924356186
8424,2315.0,6,5.0,1,1,1,0,0,1.0,1.0,0.6076101658674394
8425,2060.0,5,4.89,1,1,1,0,0,1.0,1.0,0.6076101658674394
8426,1918.0,4,5.0,0,1,1,0,0,1.0,1.0,5.361515648479248
8427,957.0,2,4.5,0,1,1,1,0,1.0,1.0,5.513156991747527
8428,1920.0,4,4.86,0,1,1,0,0,1.0,1.0,3.3177426558215823
8429,3086.0,4,5.0,0,0,1,1,0,1.0,1.0,1.8074283805398919
8430,1692.0,3,5.0,0,1,1,1,0,1.0,0.9,1.9987175434670699
8432,1071.0,5,4.86,0,1,1,0,1,0.5,1.0,5.620895233240851
8433,2225.0,4,5.0,0,1,1,0,0,1.5,1.0,2.022909017143283
8435,2236.0,3,5.0,0,1,1,0,0,1.0,1.0,3.6178070959706288
